"0034-7329","2015","Revista Brasileira de Política Internacional","17","26","http://scholar.google.com/citations?view_op=list_hcore&venue=ja3eOxjQ8kQJ.2015&hl=pt-BR"
"0034-7329","2016","Revista Brasileira de Política Internacional","12","20","http://scholar.google.com/citations?view_op=list_hcore&venue=57HzHPuZeosJ.2016&hl=en"
"0034-7329","2017","Revista Brasileira de Política Internacional","14","19","http://scholar.google.com/citations?view_op=list_hcore&venue=57HzHPuZeosJ.2017&hl=en"
"0034-7329","2020","Revista Brasileira de Política Internacional","14","23","https://scholar.google.com/citations?view_op=list_hcore&venue=57HzHPuZeosJ.2020&hl=pt-BR"
"0034-737X","2013","Revista Ceres","3","4","http://scholar.google.com/citations?view_op=list_hcore&venue=QYhY73Z0z5EJ.2013&hl=pt-br"
"0034-737X","2014","Revista Ceres","9","11","http://scholar.google.com/citations?view_op=list_hcore&venue=QYhY73Z0z5EJ.2014&hl=pt-br"
"0034-737X","2015","Revista Ceres","12","13","http://scholar.google.com/citations?view_op=list_hcore&venue=QYhY73Z0z5EJ.2015&hl=pt-BR"
"0034-737X","2016","Revista Ceres","8","11","http://scholar.google.com/citations?view_op=list_hcore&venue=QYhY73Z0z5EJ.2016&hl=en"
"0034-737X","2017","Revista Ceres","13","16","http://scholar.google.com/citations?view_op=list_hcore&venue=QYhY73Z0z5EJ.2017&hl=en"
"0034-737X","2020","Revista Ceres","13","16","https://scholar.google.com/citations?view_op=list_hcore&venue=qFO9WWyme8QJ.2020&hl=pt-BR"
"0034-7388","2020","Revista Chilena de Neuro-Psiquiatría","11","20","https://scholar.google.com/citations?view_op=list_hcore&venue=YvU_b4DOkq0J.2020&hl=es"
"0034-7418","2015","Revista Colombiana de Ciencias Químico Farmacéuticas","5","13","http://scholar.google.com/citations?view_op=list_hcore&venue=VbNYqLO3BvEJ.2015&hl=en"
"0034-7418","2016","Revista Colombiana de Ciencias Químico Farmacéuticas","8","17","http://scholar.google.com/citations?view_op=list_hcore&venue=VbNYqLO3BvEJ.2016&hl=en"
"0034-7418","2017","Revista Colombiana de Ciencias Químico Farmacéuticas","9","20","http://scholar.google.com/citations?view_op=list_hcore&venue=VbNYqLO3BvEJ.2017&hl=en"
"0034-7418","2020","Revista Colombiana de Ciencias Químico Farmacéuticas","10","19","https://scholar.google.com/citations?view_op=list_hcore&venue=TUqD2MzzbQwJ.2020&hl=es"
"0034-7426","2016","Revista Colombiana de Matemáticas","5","6","http://scholar.google.com/citations?view_op=list_hcore&venue=CDHrh7X5mTgJ.2016&hl=en"
"0034-7426","2017","Revista Colombiana de Matemáticas","6","10","http://scholar.google.com/citations?view_op=list_hcore&venue=CDHrh7X5mTgJ.2017&hl=en"
"0034-7426","2020","Revista Colombiana de Matemáticas","8","15","https://scholar.google.com/citations?view_op=list_hcore&venue=CDHrh7X5mTgJ.2020&hl=es"
"0034-7434","2015","Revista Colombiana de Obstetricia y Ginecología","9","12","http://scholar.google.com/citations?view_op=list_hcore&venue=xtkM3ZdBKhgJ.2015&hl=en"
"0034-7434","2016","Revista Colombiana de Obstetricia y Ginecología","7","13","http://scholar.google.com/citations?view_op=list_hcore&venue=xtkM3ZdBKhgJ.2016&hl=en"
"0034-7434","2017","Revista Colombiana de Obstetricia y Ginecología","7","10","http://scholar.google.com/citations?view_op=list_hcore&venue=xtkM3ZdBKhgJ.2017&hl=en"
"0034-7434","2020","Revista Colombiana de Obstetricia y Ginecología","11","16","https://scholar.google.com/citations?view_op=list_hcore&venue=xtkM3ZdBKhgJ.2020&hl=es"
"0034-7450","2015","Revista Colombiana de Psiquiatría","9","17","http://scholar.google.com/citations?view_op=list_hcore&venue=Tl4iI6aON1gJ.2015&hl=en"
"0034-7450","2016","Revista Colombiana de Psiquiatría","10","12","http://scholar.google.com/citations?view_op=list_hcore&venue=Tl4iI6aON1gJ.2016&hl=en"
"0034-7450","2017","Revista Colombiana de Psiquiatría","10","13","http://scholar.google.com/citations?view_op=list_hcore&venue=Tl4iI6aON1gJ.2017&hl=en"
"0034-7493","2015","Revista Cubana de Cirugía","6","9","http://scholar.google.com/citations?view_op=list_hcore&venue=EtNQkvNPFdwJ.2015&hl=en"
"0034-7493","2017","Revista Cubana de Cirugía","6","8","http://scholar.google.com/citations?view_op=list_hcore&venue=EtNQkvNPFdwJ.2017&hl=en"
"0034-7493","2020","Revista Cubana de Cirugía","9","14","https://scholar.google.com/citations?view_op=list_hcore&venue=EtNQkvNPFdwJ.2020&hl=es"
"0034-7507","2015","Revista Cubana de Estomatología","11","14","http://scholar.google.com/citations?view_op=list_hcore&venue=0KiBiX_eiRsJ.2015&hl=en"
"0034-7507","2017","Revista Cubana de Estomatología","11","15","http://scholar.google.com/citations?view_op=list_hcore&venue=0KiBiX_eiRsJ.2017&hl=en"
"0034-7507","2020","Revista Cubana de Estomatología","15","25","https://scholar.google.com/citations?view_op=list_hcore&venue=0KiBiX_eiRsJ.2020&hl=es"
